iter	Accuracy	Logloss
341	0.8415300546	0.3494782665
342	0.8413862525	0.3492753565
343	0.8416738568	0.3489646331
344	0.8422490653	0.3487712954
345	0.8423928674	0.3487145563
346	0.8422490653	0.3485126499
347	0.8425366695	0.3483927651
348	0.8426804717	0.3482165197
349	0.8423928674	0.3478454065
350	0.8421052632	0.3478010957
351	0.8421052632	0.3476358582
352	0.8418176589	0.3475365332
353	0.841961461	0.3474192965
354	0.8416738568	0.3473184276
355	0.8425366695	0.3471489534
356	0.8426804717	0.3467925522
357	0.8428242738	0.3467177986
358	0.8425366695	0.3466370539
359	0.8428242738	0.3465471838
360	0.8431118781	0.3462239986
361	0.8431118781	0.3461260847
362	0.8435432844	0.3459674946
363	0.8431118781	0.3458415336
364	0.8431118781	0.3454313766
365	0.8431118781	0.3452615599
366	0.8431118781	0.3451207573
367	0.8433994823	0.3450131907
368	0.844118493	0.3448748301
369	0.8442622951	0.3445149666
370	0.844118493	0.3444131607
371	0.8439746908	0.3443623495
372	0.844118493	0.3441940781
373	0.844118493	0.3441802606
374	0.844118493	0.3440758882
375	0.8439746908	0.3437560253
376	0.8446937015	0.3435513417
377	0.8446937015	0.3434654955
378	0.8445498993	0.3431708393
379	0.8449813057	0.342777866
380	0.8449813057	0.3426461848
381	0.8451251079	0.3425660557
382	0.8449813057	0.3423902116
383	0.84526891	0.3422770777
384	0.84526891	0.3421438968
385	0.8451251079	0.341929574
386	0.8451251079	0.3418076741
387	0.8454127121	0.341684684
388	0.8454127121	0.3415676809
389	0.8454127121	0.3414244242
390	0.8457003164	0.3412213178
391	0.8455565142	0.3411066707
392	0.8457003164	0.3409094447
393	0.8459879206	0.3406050628
394	0.846419327	0.3403097959
395	0.8468507334	0.3400980004
396	0.8468507334	0.3399156054
397	0.8468507334	0.339803707
398	0.8471383376	0.3396170604
399	0.8471383376	0.339475726
400	0.8477135462	0.3393779137
401	0.8478573483	0.3392049464
402	0.8478573483	0.3390536863
403	0.8480011504	0.3388418693
404	0.8478573483	0.3387231427
405	0.8478573483	0.3386331606
406	0.8481449525	0.3385605786
407	0.8482887547	0.3383143295
408	0.8482887547	0.3381829855
409	0.8487201611	0.3381308587
410	0.8487201611	0.3379987672
411	0.8487201611	0.3379009351
412	0.8487201611	0.3377345633
413	0.8490077653	0.3373856038
414	0.8491515674	0.3373048798
415	0.8491515674	0.3368121129
416	0.8492953696	0.3366678006
417	0.849726776	0.3365436956
418	0.8498705781	0.3363372759
419	0.8498705781	0.336286174
420	0.8504457866	0.3360710626
421	0.8507333909	0.3358868955
422	0.850877193	0.335813652
423	0.8511647972	0.3356070424
424	0.8514524015	0.3354835945
425	0.8517400058	0.3352621702
426	0.8515962036	0.3351642138
427	0.8515962036	0.3349430432
428	0.8517400058	0.3349039316
429	0.8514524015	0.3348318614
430	0.8518838079	0.3347205398
431	0.8515962036	0.3345348501
432	0.8511647972	0.3343591478
433	0.8513085994	0.3342586294
434	0.8515962036	0.3340807312
435	0.8515962036	0.3339187276
436	0.8514524015	0.3338365103
437	0.8514524015	0.3337578683
438	0.8517400058	0.3336272004
439	0.8517400058	0.3334588141
440	0.8515962036	0.3333354253
441	0.8518838079	0.3332115769
442	0.8518838079	0.3330942768
443	0.8518838079	0.3329369173
444	0.8515962036	0.3325995635
445	0.85202761	0.332463201
446	0.8517400058	0.3323111501
447	0.8514524015	0.3321648533
448	0.8514524015	0.332071623
449	0.8518838079	0.3318178654
450	0.85202761	0.3316749616
451	0.8524590164	0.3316337634
452	0.8523152143	0.3315369011
453	0.8524590164	0.3311592207
454	0.8526028185	0.3310797104
455	0.8526028185	0.3310319913
456	0.8527466206	0.3308515224
457	0.8528904228	0.330623641
458	0.8530342249	0.3304615102
459	0.8530342249	0.330351689
460	0.8530342249	0.3300018169
461	0.8536094334	0.3296534582
462	0.8536094334	0.3295577056
463	0.8536094334	0.329410976
464	0.8537532355	0.329290794
465	0.8538970377	0.3292272614
466	0.8538970377	0.3291627369
467	0.8543284441	0.3290369852
468	0.8544722462	0.328620584
469	0.8546160483	0.3285768587
470	0.8544722462	0.3285123548
471	0.8544722462	0.3283920116
472	0.8544722462	0.3283152174
473	0.8549036526	0.3282101474
474	0.8546160483	0.3280178755
475	0.8546160483	0.3277691456
476	0.8544722462	0.3276886595
477	0.8551912568	0.3274356089
478	0.8549036526	0.3273353425
479	0.8554788611	0.3270991442
480	0.8561978717	0.3269298639
481	0.8563416739	0.3268638235
482	0.8563416739	0.3267228938
483	0.856485476	0.326501367
484	0.8563416739	0.3263960013
485	0.8561978717	0.3262783764
486	0.8561978717	0.3262404655
487	0.8563416739	0.3259788641
488	0.8566292781	0.3258118846
489	0.8566292781	0.3256944319
490	0.8572044866	0.3255004507
491	0.8574920909	0.3253156796
492	0.857635893	0.3250805966
493	0.8577796951	0.324973715
494	0.8583549037	0.3246612367
495	0.8584987058	0.3246031647
496	0.8584987058	0.3244727806
497	0.85878631	0.3243724893
498	0.8586425079	0.3242744932
499	0.8595053207	0.3240518551
500	0.8593615186	0.3238410567
501	0.8595053207	0.3236608924
502	0.8593615186	0.3235410818
503	0.8592177164	0.3232099313
504	0.8592177164	0.3231059717
505	0.8590739143	0.3230086436
506	0.8590739143	0.3227731814
507	0.8595053207	0.3226090711
508	0.8592177164	0.3224468991
509	0.8597929249	0.3220802307
510	0.8605119356	0.3218973233
511	0.8603681334	0.3218087812
512	0.8602243313	0.3217280103
513	0.8603681334	0.3216410024
514	0.8605119356	0.3214346531
515	0.860943342	0.3213430558
516	0.860943342	0.321244092
517	0.8606557377	0.3210948224
518	0.8605119356	0.3210114079
519	0.8607995398	0.3208065945
520	0.8607995398	0.320760797
521	0.8602243313	0.320600851
522	0.8602243313	0.320383912
523	0.8605119356	0.3202547082
524	0.8607995398	0.3201977156
525	0.8602243313	0.3200953486
526	0.8600805292	0.3199843195
527	0.8602243313	0.3198926704
528	0.8606557377	0.319707519
529	0.8603681334	0.319479044
530	0.8602243313	0.3193876401
531	0.8605119356	0.3193002521
532	0.8607995398	0.3188063771
533	0.8607995398	0.3185829471
534	0.8607995398	0.3184676041
535	0.8612309462	0.3183227215
536	0.8610871441	0.3182894778
537	0.8607995398	0.318147672
538	0.860943342	0.3180055607
539	0.8616623526	0.3177420061
540	0.8618061547	0.3176771826
541	0.8619499569	0.3176072696
542	0.8618061547	0.3174300779
543	0.8618061547	0.3173611365
544	0.8616623526	0.3171928885
545	0.862093759	0.3168704606
546	0.8622375611	0.3167974375
547	0.8619499569	0.3167288677
548	0.8622375611	0.3166244325
549	0.8623813632	0.3163328568
550	0.8623813632	0.3161645297
551	0.8623813632	0.3160162191
552	0.8629565718	0.3158802191
553	0.8625251654	0.315845803
554	0.8623813632	0.3157445299
555	0.8625251654	0.3156503987
556	0.863244176	0.3153801947
557	0.8633879781	0.3152858748
558	0.8633879781	0.3151355203
559	0.8635317803	0.3148990037
560	0.8638193845	0.3146199409
561	0.8641069888	0.3145409746
562	0.8639631867	0.3143586344
563	0.8639631867	0.3142551879
564	0.8641069888	0.3141867712
565	0.864394593	0.3140504138
566	0.8642507909	0.3139417441
567	0.864394593	0.3138475176
568	0.8646821973	0.3137460472
569	0.8645383952	0.3135567658
570	0.8646821973	0.3135255479
571	0.8645383952	0.3134782163
572	0.864394593	0.313434501
573	0.8649698016	0.3131859328
574	0.8649698016	0.3129596324
575	0.8648259994	0.3128927685
576	0.8652574058	0.3128481415
577	0.8656888122	0.3128276016
578	0.8649698016	0.3127656977
579	0.8655450101	0.3125414707
580	0.8655450101	0.3124180365
581	0.8652574058	0.3123377747
582	0.8658326143	0.3121860897
583	0.8656888122	0.3120348808
584	0.8661202186	0.3117997262
585	0.8661202186	0.3116824594
586	0.866551625	0.3114275295
587	0.8666954271	0.3112883969
588	0.8668392292	0.3111497574
589	0.8669830313	0.3109957582
590	0.8669830313	0.3108062047
591	0.8671268335	0.3107611321
592	0.8671268335	0.310687461
593	0.8671268335	0.3106626839
594	0.8672706356	0.3105808584
595	0.8675582399	0.3105038954
596	0.8674144377	0.310380024
597	0.8674144377	0.310295112
598	0.8672706356	0.3102134672
599	0.8674144377	0.3100442953
600	0.8672706356	0.309905706
601	0.867702042	0.309836822
602	0.8681334484	0.3095884674
603	0.867702042	0.3094949129
604	0.867702042	0.3093943864
605	0.867702042	0.3091922293
606	0.8679896462	0.3089478519
607	0.8678458441	0.3088680991
608	0.8678458441	0.3087477506
609	0.8678458441	0.3086850446
610	0.8684210526	0.3084902099
611	0.8685648548	0.3084110232
612	0.8687086569	0.3083056601
613	0.8689962611	0.3080589231
614	0.868852459	0.3080017279
615	0.8694276675	0.3078240335
616	0.8695714697	0.30779017
617	0.8698590739	0.3077062637
618	0.8697152718	0.3075489797
619	0.8697152718	0.3074798479
620	0.8698590739	0.3074061721
621	0.8695714697	0.3073410702
622	0.8695714697	0.3071632661
623	0.8695714697	0.3071352385
624	0.8697152718	0.3070455858
625	0.8701466782	0.3068364262
626	0.8701466782	0.3067588384
627	0.870002876	0.3066448296
628	0.8702904803	0.3065249637
629	0.8704342824	0.3062696521
630	0.8704342824	0.306158672
631	0.8701466782	0.3060389559
632	0.8701466782	0.30602928
633	0.8705780846	0.3057476114
634	0.8705780846	0.3056201293
635	0.8705780846	0.3055545901
636	0.8708656888	0.3054458591
637	0.8710094909	0.3051302837
638	0.8705780846	0.3049159355
639	0.8705780846	0.3047472319
640	0.8705780846	0.304712719
641	0.8707218867	0.3044355828
642	0.8705780846	0.3043099687
643	0.8704342824	0.3042583076
644	0.8704342824	0.3042189033
645	0.8710094909	0.3038601169
646	0.8714408973	0.3036977762
647	0.8712970952	0.3036142305
648	0.8714408973	0.3034136588
649	0.872159908	0.3031067913
650	0.8727351165	0.3029434658
651	0.8725913144	0.3027390737
652	0.8725913144	0.3026107443
653	0.8728789186	0.3025173721
654	0.8724475122	0.3024534216
655	0.8727351165	0.3023834573
656	0.8731665229	0.3022282348
657	0.8737417314	0.302024399
658	0.8738855335	0.3018304785
659	0.8735979292	0.3016593588
660	0.8737417314	0.3016045009
661	0.8735979292	0.301520051
662	0.8735979292	0.3014275199
663	0.8740293356	0.301224654
664	0.8741731378	0.3011471434
665	0.8743169399	0.3011214429
666	0.8741731378	0.3009784788
667	0.8743169399	0.3007978868
668	0.8750359505	0.3006180124
669	0.8750359505	0.3005195443
670	0.8747483463	0.3003255986
671	0.8748921484	0.3002091443
672	0.8753235548	0.2999483656
673	0.8753235548	0.2997910489
674	0.8757549612	0.2996453128
675	0.875611159	0.2996271808
676	0.8757549612	0.2994908417
677	0.8757549612	0.2994327237
678	0.8760425654	0.2993563489
679	0.8764739718	0.2991307681
680	0.8763301697	0.2989905079
681	0.8757549612	0.2988814942
682	0.8761863676	0.2986666754
683	0.8761863676	0.2984994007
684	0.8760425654	0.2983798906
685	0.8761863676	0.2982215357
686	0.8764739718	0.2980029449
687	0.8761863676	0.2978154038
688	0.8766177739	0.2975959491
689	0.8766177739	0.2975652607
690	0.8766177739	0.2974446988
691	0.8771929825	0.2971988498
692	0.8769053782	0.2969927221
693	0.8767615761	0.2965677767
694	0.8770491803	0.2964571237
695	0.8766177739	0.2963966175
696	0.8770491803	0.2962855835
697	0.8773367846	0.296168106
698	0.8774805867	0.2958231453
699	0.877768191	0.2956785766
700	0.8783433995	0.2955067025
701	0.8784872016	0.2953798579
702	0.878918608	0.2952019628
703	0.8787748059	0.2950442584
704	0.8786310037	0.2949636354
705	0.8792062123	0.2946672395
706	0.8792062123	0.2946283483
707	0.8790624101	0.2945170852
708	0.8793500144	0.2944550596
709	0.878918608	0.294235757
710	0.8794938165	0.2941589529
711	0.8797814208	0.2940740593
712	0.8796376186	0.2939594321
713	0.8797814208	0.2938702882
714	0.8802128271	0.2937704227
715	0.8802128271	0.2936666907
716	0.8799252229	0.293582962
717	0.8803566293	0.2935275391
718	0.8805004314	0.2934602114
719	0.8802128271	0.2934040825
720	0.8802128271	0.2932480169
721	0.8806442335	0.2931156571
722	0.8806442335	0.2930841671
723	0.8807880357	0.2929864707
724	0.8807880357	0.2928047433
725	0.8809318378	0.2926977908
726	0.8809318378	0.2926356344
727	0.8809318378	0.2925950593
728	0.8807880357	0.2925180123
729	0.8810756399	0.2924016701
730	0.8810756399	0.2923577103
731	0.881219442	0.292099123
732	0.8813632442	0.291846537
733	0.8813632442	0.2917322132
734	0.8813632442	0.2917009556
735	0.881219442	0.2914639271
736	0.8815070463	0.2913288395
737	0.8815070463	0.2912696918
738	0.8815070463	0.2911843957
739	0.8816508484	0.2910755263
740	0.8817946506	0.2909654655
741	0.8817946506	0.2907994658
742	0.8817946506	0.2906540855
743	0.8816508484	0.2904531392
744	0.8817946506	0.290373948
745	0.8816508484	0.2903100657
746	0.8816508484	0.2902633165
747	0.881219442	0.2901517592
748	0.881219442	0.2899191362
749	0.8819384527	0.2898241995
750	0.8828012655	0.2897196761
751	0.8830888697	0.2896467863
752	0.8829450676	0.2895775397
753	0.8830888697	0.2894839366
754	0.8829450676	0.2894663749
755	0.8829450676	0.2894144604
756	0.8830888697	0.2893581961
757	0.8832326718	0.2892740942
758	0.8832326718	0.289178693
759	0.8830888697	0.2890595454
760	0.8829450676	0.2887358805
761	0.8830888697	0.2886384947
762	0.8830888697	0.288618192
763	0.8832326718	0.2882289293
764	0.883376474	0.2881657512
765	0.883376474	0.288096355
766	0.883376474	0.2880401012
767	0.883376474	0.2876945276
768	0.8836640782	0.287598239
769	0.8835202761	0.2873731189
770	0.883376474	0.2872841895
771	0.8839516825	0.2871800287
772	0.8836640782	0.2870812178
773	0.8839516825	0.2869424512
774	0.8840954846	0.2868517309
775	0.8842392867	0.2867388516
776	0.8839516825	0.2866194576
777	0.8840954846	0.2864245313
778	0.8840954846	0.2862456212
779	0.8843830889	0.2861103541
780	0.8843830889	0.2859541702
781	0.884526891	0.2859384036
782	0.8840954846	0.2858379586
783	0.8840954846	0.2857144594
784	0.8839516825	0.2855963873
785	0.8838078804	0.285489163
786	0.8842392867	0.2853110947
787	0.8843830889	0.285208715
788	0.8843830889	0.285019146
789	0.884526891	0.2848447881
790	0.8842392867	0.2847387863
791	0.8842392867	0.284650822
792	0.8843830889	0.2845543195
793	0.8843830889	0.284512271
794	0.8843830889	0.284470485
795	0.8843830889	0.2843897771
796	0.8842392867	0.284260904
797	0.884526891	0.2841507011
798	0.8851020995	0.2840033634
799	0.8853897038	0.2839485202
800	0.8855335059	0.2836905759
801	0.8859649123	0.2835470497
802	0.8861087144	0.2833255591
803	0.8861087144	0.2832751162
804	0.8861087144	0.2831776129
805	0.8863963187	0.2831365446
806	0.8862525165	0.2831136536
807	0.8861087144	0.2830216704
808	0.8858211102	0.2829680339
809	0.8858211102	0.282924532
810	0.8859649123	0.2827206203
811	0.8858211102	0.2826580098
812	0.8858211102	0.2825623863
813	0.8861087144	0.2824350912
814	0.8858211102	0.2823475718
815	0.885677308	0.2822623316
816	0.8861087144	0.2821560675
817	0.8865401208	0.2820859933
818	0.8868277251	0.2819683009
819	0.8871153293	0.2819147494
820	0.8871153293	0.2818883999
821	0.8871153293	0.2818088438
822	0.8872591314	0.2817524325
823	0.8872591314	0.2815871149
824	0.8874029336	0.2813253847
825	0.8874029336	0.28132169
826	0.8869715272	0.281194347
827	0.8866839229	0.2810842573
828	0.8871153293	0.2808106241
829	0.8871153293	0.2807898826
830	0.8871153293	0.2806344363
831	0.8874029336	0.2804875125
832	0.8875467357	0.2804330611
833	0.8874029336	0.2804110268
834	0.8884095485	0.2801801634
835	0.8885533506	0.2801115955
836	0.8881219442	0.2800512548
837	0.8885533506	0.2799622987
838	0.8885533506	0.2798467606
839	0.8885533506	0.2797407758
840	0.8884095485	0.279591138
841	0.8885533506	0.2794442496
842	0.8885533506	0.2793812003
843	0.8886971527	0.2792186168
844	0.8884095485	0.279144689
845	0.8882657463	0.279032847
846	0.8886971527	0.2789739554
847	0.8886971527	0.2788419114
848	0.8891285591	0.2786908036
849	0.8892723612	0.2785313355
850	0.8894161634	0.2784262815
851	0.8891285591	0.2783747723
852	0.8891285591	0.2783586858
853	0.888984757	0.2782759578
854	0.8894161634	0.2780764565
855	0.8895599655	0.2780023256
856	0.8895599655	0.2779503773
857	0.8897037676	0.2777094002
858	0.8897037676	0.2776909755
859	0.8899913719	0.2776001292
860	0.8898475697	0.2774302124
861	0.8898475697	0.2773906981
862	0.890135174	0.2773235381
863	0.890135174	0.2772958713
864	0.8899913719	0.2772401844
865	0.8902789761	0.2770950359
866	0.8902789761	0.277055383
867	0.8902789761	0.2770392472
868	0.8902789761	0.2769933016
869	0.8904227783	0.2768462859
870	0.8905665804	0.2767004486
871	0.8907103825	0.276398934
872	0.8911417889	0.2762236016
873	0.8915731953	0.2760817149
874	0.8918607995	0.2759440078
875	0.8915731953	0.2756351522
876	0.8918607995	0.2754624334
877	0.8918607995	0.2753975337
878	0.8918607995	0.2752614124
879	0.8920046017	0.2751945278
880	0.8920046017	0.2751754575
881	0.8924360081	0.2750868482
882	0.8925798102	0.2750233486
883	0.8922922059	0.2748402605
